,precursor_name,updated_precursor_name
2169,TAG(56:3_FA20:2),TG(56:3_FA20:2)
2170,TAG(56:4_FA16:0),TG(56:4_FA16:0)
2171,TAG(56:4_FA18:0),TG(56:4_FA18:0)
2172,TAG(56:4_FA18:1),TG(56:4_FA18:1)
2173,TAG(56:4_FA18:2),TG(56:4_FA18:2)
2174,TAG(56:4_FA20:1),TG(56:4_FA20:1)
2175,TAG(56:4_FA20:2),TG(56:4_FA20:2)
2176,TAG(56:4_FA20:3),TG(56:4_FA20:3)
2177,TAG(56:4_FA20:4),TG(56:4_FA20:4)
2178,TAG(56:4_FA22:4),TG(56:4_FA22:4)
2179,TAG(56:5_FA16:0),TG(56:5_FA16:0)
2180,TAG(56:5_FA18:0),TG(56:5_FA18:0)
2181,TAG(56:5_FA18:1),TG(56:5_FA18:1)
2182,TAG(56:5_FA18:2),TG(56:5_FA18:2)
2183,TAG(56:5_FA20:1),TG(56:5_FA20:1)
2184,TAG(56:5_FA20:2),TG(56:5_FA20:2)
2185,TAG(56:5_FA20:3),TG(56:5_FA20:3)
2186,TAG(56:5_FA20:4),TG(56:5_FA20:4)
2187,TAG(56:5_FA22:4),TG(56:5_FA22:4)
2188,TAG(56:5_FA22:5),TG(56:5_FA22:5)
2189,TAG(56:6_FA16:0),TG(56:6_FA16:0)
2190,TAG(56:6_FA18:0),TG(56:6_FA18:0)
2191,TAG(56:6_FA18:1),TG(56:6_FA18:1)
2192,TAG(56:6_FA18:2),TG(56:6_FA18:2)
2193,TAG(56:6_FA18:3),TG(56:6_FA18:3)
2194,TAG(56:6_FA20:2),TG(56:6_FA20:2)
2195,TAG(56:6_FA20:3),TG(56:6_FA20:3)
2196,TAG(56:6_FA20:4),TG(56:6_FA20:4)
2197,TAG(56:6_FA20:5),TG(56:6_FA20:5)
2198,TAG(56:6_FA22:4),TG(56:6_FA22:4)
2199,TAG(56:6_FA22:5),TG(56:6_FA22:5)
2200,TAG(56:6_FA22:6),TG(56:6_FA22:6)
2201,TAG(56:7_FA16:0),TG(56:7_FA16:0)
2202,TAG(56:7_FA16:1),TG(56:7_FA16:1)
2203,TAG(56:7_FA18:0),TG(56:7_FA18:0)
2204,TAG(56:7_FA18:1),TG(56:7_FA18:1)
2205,TAG(56:7_FA18:2),TG(56:7_FA18:2)
2206,TAG(56:7_FA18:3),TG(56:7_FA18:3)
2207,TAG(56:7_FA20:3),TG(56:7_FA20:3)
2208,TAG(56:7_FA20:4),TG(56:7_FA20:4)
2209,TAG(56:7_FA20:5),TG(56:7_FA20:5)
2210,TAG(56:7_FA22:4),TG(56:7_FA22:4)
2211,TAG(56:7_FA22:5),TG(56:7_FA22:5)
2212,TAG(56:7_FA22:6),TG(56:7_FA22:6)
2213,TAG(56:8_FA16:0),TG(56:8_FA16:0)
2214,TAG(56:8_FA16:1),TG(56:8_FA16:1)
2215,TAG(56:8_FA18:1),TG(56:8_FA18:1)
2216,TAG(56:8_FA18:2),TG(56:8_FA18:2)
2217,TAG(56:8_FA18:3),TG(56:8_FA18:3)
2218,TAG(56:8_FA20:4),TG(56:8_FA20:4)
2219,TAG(56:8_FA20:5),TG(56:8_FA20:5)
2220,TAG(56:8_FA22:5),TG(56:8_FA22:5)
2221,TAG(56:8_FA22:6),TG(56:8_FA22:6)
2222,TAG(56:9_FA18:3),TG(56:9_FA18:3)
2223,TAG(56:9_FA20:4),TG(56:9_FA20:4)
2224,TAG(56:9_FA20:5),TG(56:9_FA20:5)
2225,TAG(56:9_FA22:6),TG(56:9_FA22:6)
2226,TAG(57:10_FA22:6),TG(57:10_FA22:6)
2227,TAG(57:2_FA18:1),TG(57:2_FA18:1)
2228,TAG(57:3_FA18:2),TG(57:3_FA18:2)
2229,TAG(58:10_FA18:2),TG(58:10_FA18:2)
2230,TAG(58:10_FA20:4),TG(58:10_FA20:4)
2231,TAG(58:10_FA20:5),TG(58:10_FA20:5)
2232,TAG(58:10_FA22:5),TG(58:10_FA22:5)
2233,TAG(58:10_FA22:6),TG(58:10_FA22:6)
2234,TAG(58:2_FA18:1),TG(58:2_FA18:1)
2235,TAG(58:3_FA18:1),TG(58:3_FA18:1)
2236,TAG(58:5_FA18:1),TG(58:5_FA18:1)
2237,TAG(58:6_FA16:0),TG(58:6_FA16:0)
2238,TAG(58:6_FA18:0),TG(58:6_FA18:0)
2239,TAG(58:6_FA18:1),TG(58:6_FA18:1)
2240,TAG(58:6_FA20:4),TG(58:6_FA20:4)
2241,TAG(58:6_FA22:4),TG(58:6_FA22:4)
2242,TAG(58:6_FA22:5),TG(58:6_FA22:5)
2243,TAG(58:7_FA16:0),TG(58:7_FA16:0)
2244,TAG(58:7_FA18:0),TG(58:7_FA18:0)
2245,TAG(58:7_FA18:1),TG(58:7_FA18:1)
2246,TAG(58:7_FA18:2),TG(58:7_FA18:2)
2247,TAG(58:7_FA20:4),TG(58:7_FA20:4)
2248,TAG(58:7_FA22:4),TG(58:7_FA22:4)
2249,TAG(58:7_FA22:5),TG(58:7_FA22:5)
2250,TAG(58:7_FA22:6),TG(58:7_FA22:6)
2251,TAG(58:8_FA18:1),TG(58:8_FA18:1)
2252,TAG(58:8_FA18:2),TG(58:8_FA18:2)
2253,TAG(58:8_FA20:3),TG(58:8_FA20:3)
2254,TAG(58:8_FA20:4),TG(58:8_FA20:4)
2255,TAG(58:8_FA22:5),TG(58:8_FA22:5)
2256,TAG(58:8_FA22:6),TG(58:8_FA22:6)
2257,TAG(58:9_FA18:1),TG(58:9_FA18:1)
2258,TAG(58:9_FA18:2),TG(58:9_FA18:2)
2259,TAG(58:9_FA20:4),TG(58:9_FA20:4)
2260,TAG(58:9_FA22:5),TG(58:9_FA22:5)
2261,TAG(58:9_FA22:6),TG(58:9_FA22:6)
2262,TAG(60:10_FA22:5),TG(60:10_FA22:5)
2263,TAG(60:10_FA22:6),TG(60:10_FA22:6)
2264,TAG(60:11_FA22:5),TG(60:11_FA22:5)
2265,TAG(60:11_FA22:6),TG(60:11_FA22:6)
2266,TAG(60:12_FA22:6),TG(60:12_FA22:6)
2267,SIL_14:0-13:0-14:0 TG-d5,SIL_TG(14:0_13:0_14:0)_d5
2268,SIL_14:0-15:1-14:0 TG-d5,SIL_TG(14:0_15:1_14:0)_d5
2269,SIL_14:0-17:1-14:0 TG-d5,SIL_TG(14:0_17:1_14:0)_d5
2270,SIL_16:0-15:1-16:0 TG-d5,SIL_TG(16:0_15:1_16:0)_d5
2271,SIL_16:0-17:1-16:0 TG-d5,SIL_TG(16:0_17:1_16:0)_d5
2272,SIL_16:0-19:2-16:0 TG-d5,SIL_TG(16:0_19:2_16:0)_d5
2273,SIL_18:1-17:1-18:1 TG-d5,SIL_TG(18:1_17:1_18:1)_d5
2274,SIL_18:1-19:2-18:1 TG-d5,SIL_TG(18:1_19:2_18:1)_d5
2275,SIL_18:1-21:2-18:1 TG-d5,SIL_TG(18:1_21:2_18:1)_d5
